filename,fold,target,category,esc10,src_file,take
3-103401-D-33.wav,3,33,door_wood_creaks,FALSE,103401,D
3-103597-A-25.wav,3,25,footsteps,FALSE,103597,A
3-103598-A-25.wav,3,25,footsteps,FALSE,103598,A
3-103599-A-25.wav,3,25,footsteps,FALSE,103599,A
3-103599-B-25.wav,3,25,footsteps,FALSE,103599,B
3-118194-A-33.wav,3,33,door_wood_creaks,FALSE,118194,A
3-125548-A-32.wav,3,32,keyboard_typing,FALSE,125548,A
3-132830-A-32.wav,3,32,keyboard_typing,FALSE,132830,A
3-136288-A-0.wav,3,0,dog,TRUE,136288,A
3-144028-A-0.wav,3,0,dog,TRUE,144028,A
3-144106-A-32.wav,3,32,keyboard_typing,FALSE,144106,A
3-144120-A-32.wav,3,32,keyboard_typing,FALSE,144120,A
3-144510-A-30.wav,3,30,door_wood_knock,FALSE,144510,A
3-151089-A-30.wav,3,30,door_wood_knock,FALSE,151089,A
3-152594-A-30.wav,3,30,door_wood_knock,FALSE,152594,A
3-153444-A-32.wav,3,32,keyboard_typing,FALSE,153444,A
3-154378-A-30.wav,3,30,door_wood_knock,FALSE,154378,A
3-154781-A-32.wav,3,32,keyboard_typing,FALSE,154781,A
3-155312-A-0.wav,3,0,dog,TRUE,155312,A
3-155568-A-32.wav,3,32,keyboard_typing,FALSE,155568,A
3-155570-A-32.wav,3,32,keyboard_typing,FALSE,155570,A
3-157695-A-0.wav,3,0,dog,TRUE,157695,A
3-163459-A-0.wav,3,0,dog,TRUE,163459,A
3-170015-A-0.wav,3,0,dog,TRUE,170015,A
3-170574-A-30.wav,3,30,door_wood_knock,FALSE,170574,A
3-180147-A-30.wav,3,30,door_wood_knock,FALSE,180147,A
3-180256-A-0.wav,3,0,dog,TRUE,180256,A
3-180977-A-0.wav,3,0,dog,TRUE,180977,A
3-182023-A-30.wav,3,30,door_wood_knock,FALSE,182023,A
3-182025-A-30.wav,3,30,door_wood_knock,FALSE,182025,A
3-249913-A-25.wav,3,25,footsteps,FALSE,249913,A
3-94342-A-25.wav,3,25,footsteps,FALSE,94342,A
3-94343-A-25.wav,3,25,footsteps,FALSE,94343,A
3-94344-A-25.wav,3,25,footsteps,FALSE,94344,A
3-94355-A-33.wav,3,33,door_wood_creaks,FALSE,94355,A
4-107117-A-33.wav,4,33,door_wood_creaks,FALSE,107117,A
4-107120-A-33.wav,4,33,door_wood_creaks,FALSE,107120,A
4-107122-A-33.wav,4,33,door_wood_creaks,FALSE,107122,A
4-108352-A-33.wav,4,33,door_wood_creaks,FALSE,108352,A
4-117627-A-25.wav,4,25,footsteps,FALSE,117627,A
4-117630-A-25.wav,4,25,footsteps,FALSE,117630,A
4-128659-A-33.wav,4,33,door_wood_creaks,FALSE,128659,A
4-132839-A-33.wav,4,33,door_wood_creaks,FALSE,132839,A
4-158653-A-32.wav,4,32,keyboard_typing,FALSE,158653,A
4-160036-A-33.wav,4,33,door_wood_creaks,FALSE,160036,A
4-160036-B-33.wav,4,33,door_wood_creaks,FALSE,160036,B
4-167155-A-32.wav,4,32,keyboard_typing,FALSE,167155,A
4-172180-A-32.wav,4,32,keyboard_typing,FALSE,172180,A
4-172742-A-32.wav,4,32,keyboard_typing,FALSE,172742,A
4-177243-A-32.wav,4,32,keyboard_typing,FALSE,177243,A
4-181707-A-32.wav,4,32,keyboard_typing,FALSE,181707,A
4-181708-A-32.wav,4,32,keyboard_typing,FALSE,181708,A
4-182034-A-30.wav,4,30,door_wood_knock,FALSE,182034,A
4-182039-A-30.wav,4,30,door_wood_knock,FALSE,182039,A
4-182041-A-30.wav,4,30,door_wood_knock,FALSE,182041,A
4-182395-A-0.wav,4,0,dog,TRUE,182395,A
4-183992-A-0.wav,4,0,dog,TRUE,183992,A
4-184575-A-0.wav,4,0,dog,TRUE,184575,A
4-185613-A-32.wav,4,32,keyboard_typing,FALSE,185613,A
4-186518-A-30.wav,4,30,door_wood_knock,FALSE,186518,A
4-187284-A-30.wav,4,30,door_wood_knock,FALSE,187284,A
4-188878-A-30.wav,4,30,door_wood_knock,FALSE,188878,A
4-191687-A-0.wav,4,0,dog,TRUE,191687,A
4-192236-A-0.wav,4,0,dog,TRUE,192236,A
4-194754-A-0.wav,4,0,dog,TRUE,194754,A
4-194979-A-25.wav,4,25,footsteps,FALSE,194979,A
4-194981-A-25.wav,4,25,footsteps,FALSE,194981,A
4-198962-A-25.wav,4,25,footsteps,FALSE,198962,A
4-198962-B-25.wav,4,25,footsteps,FALSE,198962,B
4-199261-A-0.wav,4,0,dog,TRUE,199261,A
4-207124-A-0.wav,4,0,dog,TRUE,207124,A
4-211502-A-30.wav,4,30,door_wood_knock,FALSE,211502,A
4-218304-A-25.wav,4,25,footsteps,FALSE,218304,A
4-218304-B-25.wav,4,25,footsteps,FALSE,218304,B
4-261068-A-30.wav,4,30,door_wood_knock,FALSE,261068,A
5-161270-A-33.wav,5,33,door_wood_creaks,FALSE,161270,A
5-161270-B-33.wav,5,33,door_wood_creaks,FALSE,161270,B
5-173568-A-33.wav,5,33,door_wood_creaks,FALSE,173568,A
5-177779-A-33.wav,5,33,door_wood_creaks,FALSE,177779,A
5-181458-A-33.wav,5,33,door_wood_creaks,FALSE,181458,A
5-187444-A-33.wav,5,33,door_wood_creaks,FALSE,187444,A
5-188606-A-33.wav,5,33,door_wood_creaks,FALSE,188606,A
5-191497-A-33.wav,5,33,door_wood_creaks,FALSE,191497,A
5-203128-A-0.wav,5,0,dog,TRUE,203128,A
5-203128-B-0.wav,5,0,dog,TRUE,203128,B
5-205090-A-32.wav,5,32,keyboard_typing,FALSE,205090,A
5-208030-A-0.wav,5,0,dog,TRUE,208030,A
5-212454-A-0.wav,5,0,dog,TRUE,212454,A
5-213855-A-0.wav,5,0,dog,TRUE,213855,A
5-215005-A-32.wav,5,32,keyboard_typing,FALSE,215005,A
5-216131-A-32.wav,5,32,keyboard_typing,FALSE,216131,A
5-217158-A-0.wav,5,0,dog,TRUE,217158,A
5-218980-A-30.wav,5,30,door_wood_knock,FALSE,218980,A
5-218981-A-30.wav,5,30,door_wood_knock,FALSE,218981,A
5-222894-A-32.wav,5,32,keyboard_typing,FALSE,222894,A
5-223099-A-32.wav,5,32,keyboard_typing,FALSE,223099,A
5-223099-B-32.wav,5,32,keyboard_typing,FALSE,223099,B
5-231762-A-0.wav,5,0,dog,TRUE,231762,A
5-234263-A-25.wav,5,25,footsteps,FALSE,234263,A
5-234855-A-25.wav,5,25,footsteps,FALSE,234855,A
5-234923-A-32.wav,5,32,keyboard_typing,FALSE,234923,A
5-235644-A-30.wav,5,30,door_wood_knock,FALSE,235644,A
5-243025-A-25.wav,5,25,footsteps,FALSE,243025,A
5-244178-A-32.wav,5,32,keyboard_typing,FALSE,244178,A
5-244310-A-25.wav,5,25,footsteps,FALSE,244310,A
5-250026-A-30.wav,5,30,door_wood_knock,FALSE,250026,A
5-250026-B-30.wav,5,30,door_wood_knock,FALSE,250026,B
5-251426-A-30.wav,5,30,door_wood_knock,FALSE,251426,A
5-251426-B-30.wav,5,30,door_wood_knock,FALSE,251426,B
5-256512-A-30.wav,5,30,door_wood_knock,FALSE,256512,A
5-263490-A-25.wav,5,25,footsteps,FALSE,263490,A
5-263491-A-25.wav,5,25,footsteps,FALSE,263491,A
5-263501-A-25.wav,5,25,footsteps,FALSE,263501,A
5-51149-A-25.wav,5,25,footsteps,FALSE,51149,A
5-9032-A-0.wav,5,0,dog,TRUE,9032,A
